lotId,tedCanId,correctionsNb,cancelled,awardDate,awardEstimatedPrice,awardPrice,cpv,numberTenders,onBehalf,jointProcurement,fraAgreement,lotsNumber,accelerated,outOfDirectives,numberTendersSme,subContracted,gpa,multipleCae,renewal,contractDuration,publicityDuration,fraEstimated_AC,fraEstimated_C,fraEstimated_K,fraEstimated_KA,fraEstimated_KAC,fraEstimated_KC,typeOfContract_U,typeOfContract_W,topType_COD,topType_INP,topType_NIC,topType_NIP,topType_NOC,topType_NOP,topType_OPE,topType_RES
1.0,0.15050427067915326,0.0020677733100165404,-0.009548226596652333,-0.0316660548782169,0.007804455976011878,-0.0013789986385564377,0.0707868275781878,-0.024121252975708784,-0.01737598977973386,0.026814812163167157,0.14733669392927404,-0.005009870123631316,,-0.0033313443513990865,-0.0035353295255991317,-0.100321852034558,-0.03514562274881944,0.026470597188483106,-0.21689637448588794,-0.03751177538986117,-0.13498980133053462,-0.021156133157081463,-0.08114392382658944,0.2614800456811916,0.1358294149950955,0.0017048346295987843,-0.007174162138910196,-0.07614460907063968,0.005623468091314799,-0.005185755301364583,0.004420843526538153,0.054578839115955013,0.014965739152054689,5.755803279119626e-05,0.009448240724093105,-0.019829590919340785,-0.02605060355994034
0.15050427067915326,1.0,0.011982222289841322,0.0025295204250489313,0.0015685608310720322,-0.0011310755707102703,-0.0007784299302471835,0.033278418357762275,0.0026424251673995004,-0.01559340704181099,-0.01537556602877018,0.051426184255582534,-0.002994549999632384,,0.03411399292543289,-0.02033358968001233,0.005208112977871393,-0.017397355386720454,-0.014442562004954737,-0.04000780610162847,0.011700066996546521,-0.04591777826173513,-0.008897664179401781,-0.01974860825596415,0.03946664052303765,0.026200425294413077,-0.00785047196279945,-0.002900936420670937,-0.040584750933457016,0.03609797311075812,0.000955226439337227,-0.0002150164895891315,0.009336289629965739,-0.00010739292524853868,0.0025228806128979285,-0.004554500785187159,-0.026491311656223177,0.0013434952553630169
0.0020677733100165404,0.011982222289841322,1.0,-5.542318591467078e-05,-0.005808602235372593,0.0029636396245645816,-8.044903527077846e-05,-0.0015776956576405321,0.0011425792463119705,0.04131938273559216,0.004222740943111685,-0.01633460890224238,-0.00020302233322854873,,-0.005338833015003226,-0.003032044136414167,0.007641327819006343,0.00028858022473521127,0.004271108580082384,0.004938420166348521,0.003787429460312964,-0.0008181761165248104,-0.0011450877300194912,0.00206733009451115,-0.006385378683478689,-0.00743411851193872,0.001455922353086663,0.0012111202366781922,0.002822534024432331,0.004760616927787811,0.008299697018459772,-0.000297475983240871,0.00025284264556008204,0.004387344589481263,-0.0029407823068550608,-0.001165050062897481,-0.0012889716596925062,0.0043038524847641
-0.009548226596652333,0.0025295204250489313,-5.542318591467078e-05,1.0,-0.004084839199424337,-5.280417990276269e-05,-1.9599012128983937e-05,0.0017111077719354148,0.006012417309948898,0.002761651209335586,,-0.0013468596576808598,-4.404509475838507e-05,,0.005889331879648482,,-0.0020093589812051837,0.0020122748859255457,,0.0042834978086577265,3.3371651801134833e-06,-0.0017090334129593262,-0.0011464824409627339,-0.0022050405904237066,-0.002002532398752709,-0.001739723007811638,0.0017738886964718161,-0.0007036120421698307,-0.00035861275431664123,0.0003793703159379315,-0.0006417744096110489,-6.961495320318698e-05,0.0013392413689831248,-0.0004246740079542079,0.005602767098587763,-0.00027264354158737107,-0.005505918243755469,0.0023679061967757454
-0.0316660548782169,0.0015685608310720322,-0.005808602235372593,-0.004084839199424337,1.0,0.0020661326172145074,0.0003942301860947944,0.05904892579428899,0.020189302490399488,-0.014415281823445494,0.007139316080271154,0.017467994510194422,0.0010231882552831232,,0.04510702364905889,0.0065372783154904746,-0.021080588614979794,-0.013951087700103846,0.0071730527203963884,0.013156939452429944,0.03481219780528152,0.025466548204865967,0.01621101187863694,0.016664896245883364,0.010736093773114769,0.02860290827244594,0.011354475641240895,-0.00043016215713625805,-0.06803123592529793,0.020629039272801228,0.008211548939669461,-0.00013566433409189238,-0.09319911135139208,0.005452228056091648,0.024919373104392184,0.007503014495923984,0.02696090178926705,0.010778589823545863
0.007804455976011878,-0.0011310755707102703,0.0029636396245645816,-5.280417990276269e-05,0.0020661326172145074,1.0,-2.7819463657270637e-05,-0.0003017621689139364,-0.0005772331627905128,-0.0002792002599179273,-0.0010656313774179192,-0.0028029620902115544,-2.0377598027960118e-05,,0.0022343198706470985,-0.022701083598428366,-0.00063332485175065,0.002015834526228539,-0.0017842620678923608,-0.007325977267090925,0.01695206073542975,0.00023863192457490622,0.001117304141948431,-0.001495365054576343,-0.00047918992171250215,0.0005577734228303282,-0.00026929694161571225,1.2256587809621525e-05,-0.0017776686850959308,-0.0008338006124871386,0.0032383070831612025,0.0012163676226327135,0.0046809870858027375,0.0003073015792309655,0.0019912619914639767,0.0005181406957849166,-0.005704832054485684,0.0009975342564986056
-0.0013789986385564377,-0.0007784299302471835,-8.044903527077846e-05,-1.9599012128983937e-05,0.0003942301860947944,-2.7819463657270637e-05,1.0,1.2635972718833752e-05,-0.0003287371995751476,-0.00033516917391394636,0.011583418598965039,0.0005351475210809017,-5.4004742377474e-06,,-0.0003337057589074478,-0.0012594764909183596,0.0018861126844440187,0.0007188521427120517,0.011632625236587965,-0.0044630831735241044,0.0029885098259273967,-0.001849490823073022,-7.836335061007421e-05,-0.0002611474107556131,-0.00040430990325156924,-0.00020694136874558133,-4.960657696998697e-05,-5.9731591917783405e-05,0.0003646597119853558,-0.0007975921277106195,-6.688272136723092e-05,-7.697741883082632e-06,-0.0003166064813688589,-4.585102948729072e-05,-0.0001706115846041089,-3.108148208054803e-05,0.0005765590245841064,-0.00019526856181479083
0.0707868275781878,0.033278418357762275,-0.0015776956576405321,0.0017111077719354148,0.05904892579428899,-0.0003017621689139364,1.2635972718833752e-05,1.0,-0.04145034593381123,-0.07226995685839212,-0.04851411559974346,-0.016196103200529735,0.002444419827071847,,0.015362297059594085,-0.006550832342889538,0.13567078822345777,-0.07793146757680841,-0.050148507612478396,-0.03843684903652692,0.13028843215012986,-0.05063135941794098,-0.022419330309747007,-0.0233936461541041,0.020051283332050432,0.008853247372894476,0.017270432123614506,-0.0005899003409217276,-0.7125794387276396,-0.08508783069493797,0.010940566062209231,0.0014496598236830923,0.1070474255090317,-0.0011585324830289349,0.014262499632713237,-0.0037140755567159353,-0.12508121458739888,0.05155947843415814
-0.024121252975708784,0.0026424251673995004,0.0011425792463119705,0.006012417309948898,0.020189302490399488,-0.0005772331627905128,-0.0003287371995751476,-0.04145034593381123,1.0,0.03498103931219196,0.030533637934849645,0.030733247279969848,-0.000402673443117199,,-0.0403462121505738,0.7917677757359511,-0.029906297465512457,0.02002762860951929,0.030847316327472642,0.05688941410910503,-0.00028879882889359845,0.001465132143453966,0.057429905265359675,-0.004885906276904634,-0.034933634045951824,0.04625637047956319,0.0001421884579241518,-0.0001007900212300895,0.09560505660653104,-0.03728609267121194,-0.008923973584796931,-0.0005185339087876642,-0.006652922684092447,-0.0074463023060720715,-0.035013973391890524,-0.006234651663616334,0.03936598561212174,-0.005906381246731238
-0.01737598977973386,-0.01559340704181099,0.04131938273559216,0.002761651209335586,-0.014415281823445494,-0.0002792002599179273,-0.00033516917391394636,-0.07226995685839212,0.03498103931219196,1.0,0.8952991855676039,0.07071460721285318,-0.0008839216579735839,,-0.03681147911125923,-0.012800976877832975,-0.034505755112464086,0.06198797329302888,0.8896122664749468,0.07048382874248252,-0.00867367276177787,0.018537734891639707,-0.009337392986610106,-0.017445458212263523,0.026496399461587293,0.02396657807495108,-0.0050437440694597185,-0.006307934352228168,0.0994800328873257,-0.06132200382672166,0.0007391019818609398,0.0007052646012242722,-0.028087198999392694,-0.00631371332721527,-0.021057533162237952,-0.00597065593590541,0.0536138444872402,-0.008848209530233436
